"Geography" "Age" "Gender" "Hispanic" "Race" "Freq" "TotalCountyPopulation"
"MADISON" "26-40" "Male" "Hispanic" "AmericanIndianOrAlaskaNativeAlone" 0 20764
"MADISON" "41-65" "Male" "Hispanic" "AmericanIndianOrAlaskaNativeAlone" 0 20764
"MADISON" "66+" "Male" "Hispanic" "AmericanIndianOrAlaskaNativeAlone" 0 20764
"MADISON" "18-25" "Female" "Hispanic" "AmericanIndianOrAlaskaNativeAlone" 1 20764
"MADISON" "26-40" "Female" "Hispanic" "AmericanIndianOrAlaskaNativeAlone" 2 20764
"MADISON" "41-65" "Female" "Hispanic" "AmericanIndianOrAlaskaNativeAlone" 0 20764
"MADISON" "66+" "Female" "Hispanic" "AmericanIndianOrAlaskaNativeAlone" 0 20764
"MADISON" "18-25" "Male" "NotHispanic" "AmericanIndianOrAlaskaNativeAlone" 3 20764
"MADISON" "26-40" "Male" "NotHispanic" "AmericanIndianOrAlaskaNativeAlone" 3 20764
"MADISON" "41-65" "Male" "NotHispanic" "AmericanIndianOrAlaskaNativeAlone" 10 20764
"MADISON" "66+" "Male" "NotHispanic" "AmericanIndianOrAlaskaNativeAlone" 2 20764
"MADISON" "18-25" "Female" "NotHispanic" "AmericanIndianOrAlaskaNativeAlone" 2 20764
"MADISON" "26-40" "Female" "NotHispanic" "AmericanIndianOrAlaskaNativeAlone" 5 20764
"MADISON" "41-65" "Female" "NotHispanic" "AmericanIndianOrAlaskaNativeAlone" 9 20764
"MADISON" "66+" "Female" "NotHispanic" "AmericanIndianOrAlaskaNativeAlone" 1 20764
"MADISON" "18-25" "Male" "Hispanic" "AsianAlone" 0 20764
"MADISON" "26-40" "Male" "Hispanic" "AsianAlone" 0 20764
"MADISON" "41-65" "Male" "Hispanic" "AsianAlone" 0 20764
"MADISON" "66+" "Male" "Hispanic" "AsianAlone" 0 20764
"MADISON" "18-25" "Female" "Hispanic" "AsianAlone" 0 20764
"MADISON" "26-40" "Female" "Hispanic" "AsianAlone" 0 20764
"MADISON" "41-65" "Female" "Hispanic" "AsianAlone" 0 20764
"MADISON" "66+" "Female" "Hispanic" "AsianAlone" 0 20764
"MADISON" "18-25" "Male" "NotHispanic" "AsianAlone" 5 20764
"MADISON" "26-40" "Male" "NotHispanic" "AsianAlone" 2 20764
"MADISON" "41-65" "Male" "NotHispanic" "AsianAlone" 4 20764
"MADISON" "66+" "Male" "NotHispanic" "AsianAlone" 1 20764
"MADISON" "18-25" "Female" "NotHispanic" "AsianAlone" 14 20764
"MADISON" "26-40" "Female" "NotHispanic" "AsianAlone" 5 20764
"MADISON" "41-65" "Female" "NotHispanic" "AsianAlone" 14 20764
"MADISON" "66+" "Female" "NotHispanic" "AsianAlone" 5 20764
"MADISON" "18-25" "Male" "Hispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 20764
"MADISON" "26-40" "Male" "Hispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 20764
"MADISON" "41-65" "Male" "Hispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 20764
"MADISON" "66+" "Male" "Hispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 20764
"MADISON" "18-25" "Female" "Hispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 20764
"MADISON" "26-40" "Female" "Hispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 20764
"MADISON" "41-65" "Female" "Hispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 20764
"MADISON" "66+" "Female" "Hispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 20764
"MADISON" "18-25" "Male" "NotHispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 1 20764
"MADISON" "26-40" "Male" "NotHispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 20764
"MADISON" "41-65" "Male" "NotHispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 1 20764
"MADISON" "66+" "Male" "NotHispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 20764
"MADISON" "18-25" "Female" "NotHispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 2 20764
"MADISON" "26-40" "Female" "NotHispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 2 20764
"MADISON" "41-65" "Female" "NotHispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 1 20764
"MADISON" "66+" "Female" "NotHispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 20764
"MADISON" "18-25" "Male" "Hispanic" "SomeOtherRaceAlone" 6 20764
"MADISON" "26-40" "Male" "Hispanic" "SomeOtherRaceAlone" 10 20764
"MADISON" "41-65" "Male" "Hispanic" "SomeOtherRaceAlone" 15 20764
"MADISON" "66+" "Male" "Hispanic" "SomeOtherRaceAlone" 0 20764
"MADISON" "18-25" "Female" "Hispanic" "SomeOtherRaceAlone" 8 20764
"MADISON" "26-40" "Female" "Hispanic" "SomeOtherRaceAlone" 7 20764
"MADISON" "41-65" "Female" "Hispanic" "SomeOtherRaceAlone" 6 20764
"MADISON" "66+" "Female" "Hispanic" "SomeOtherRaceAlone" 0 20764
"MADISON" "18-25" "Male" "NotHispanic" "SomeOtherRaceAlone" 2 20764
"MADISON" "26-40" "Male" "NotHispanic" "SomeOtherRaceAlone" 0 20764
"MADISON" "41-65" "Male" "NotHispanic" "SomeOtherRaceAlone" 3 20764
"MADISON" "66+" "Male" "NotHispanic" "SomeOtherRaceAlone" 0 20764
"MADISON" "18-25" "Female" "NotHispanic" "SomeOtherRaceAlone" 2 20764
"MADISON" "26-40" "Female" "NotHispanic" "SomeOtherRaceAlone" 1 20764
"MADISON" "41-65" "Female" "NotHispanic" "SomeOtherRaceAlone" 1 20764
"MADISON" "66+" "Female" "NotHispanic" "SomeOtherRaceAlone" 0 20764
"MADISON" "18-25" "Male" "Hispanic" "TwoOrMoreRaces" 2 20764
"MADISON" "26-40" "Male" "Hispanic" "TwoOrMoreRaces" 3 20764
"MADISON" "41-65" "Male" "Hispanic" "TwoOrMoreRaces" 4 20764
"MADISON" "66+" "Male" "Hispanic" "TwoOrMoreRaces" 1 20764
"MADISON" "18-25" "Female" "Hispanic" "TwoOrMoreRaces" 3 20764
"MADISON" "26-40" "Female" "Hispanic" "TwoOrMoreRaces" 3 20764
"MADISON" "41-65" "Female" "Hispanic" "TwoOrMoreRaces" 2 20764
"MADISON" "66+" "Female" "Hispanic" "TwoOrMoreRaces" 0 20764
"MADISON" "18-25" "Male" "NotHispanic" "TwoOrMoreRaces" 13 20764
"MADISON" "26-40" "Male" "NotHispanic" "TwoOrMoreRaces" 16 20764
"MADISON" "41-65" "Male" "NotHispanic" "TwoOrMoreRaces" 30 20764
"MADISON" "66+" "Male" "NotHispanic" "TwoOrMoreRaces" 10 20764
"MADISON" "18-25" "Female" "NotHispanic" "TwoOrMoreRaces" 19 20764
"MADISON" "26-40" "Female" "NotHispanic" "TwoOrMoreRaces" 18 20764
"MADISON" "41-65" "Female" "NotHispanic" "TwoOrMoreRaces" 34 20764
"MADISON" "66+" "Female" "NotHispanic" "TwoOrMoreRaces" 17 20764
"MARTIN" "18-25" "Male" "Hispanic" "WhiteAlone" 16 24505
"MARTIN" "26-40" "Male" "Hispanic" "WhiteAlone" 38 24505
"MARTIN" "41-65" "Male" "Hispanic" "WhiteAlone" 21 24505
"MARTIN" "66+" "Male" "Hispanic" "WhiteAlone" 4 24505
"MARTIN" "18-25" "Female" "Hispanic" "WhiteAlone" 10 24505
"MARTIN" "26-40" "Female" "Hispanic" "WhiteAlone" 20 24505
"MARTIN" "41-65" "Female" "Hispanic" "WhiteAlone" 17 24505
"MARTIN" "66+" "Female" "Hispanic" "WhiteAlone" 4 24505
"MARTIN" "18-25" "Male" "NotHispanic" "WhiteAlone" 479 24505
"MARTIN" "26-40" "Male" "NotHispanic" "WhiteAlone" 950 24505
"MARTIN" "41-65" "Male" "NotHispanic" "WhiteAlone" 2440 24505
"MARTIN" "66+" "Male" "NotHispanic" "WhiteAlone" 1039 24505
"MARTIN" "18-25" "Female" "NotHispanic" "WhiteAlone" 494 24505
"MARTIN" "26-40" "Female" "NotHispanic" "WhiteAlone" 1021 24505
"MARTIN" "41-65" "Female" "NotHispanic" "WhiteAlone" 2544 24505
"MARTIN" "66+" "Female" "NotHispanic" "WhiteAlone" 1432 24505
"MARTIN" "18-25" "Male" "Hispanic" "BlackAlone" 1 24505
"MARTIN" "26-40" "Male" "Hispanic" "BlackAlone" 4 24505
"MARTIN" "41-65" "Male" "Hispanic" "BlackAlone" 4 24505
"MARTIN" "66+" "Male" "Hispanic" "BlackAlone" 3 24505
"MARTIN" "18-25" "Female" "Hispanic" "BlackAlone" 4 24505
"MARTIN" "26-40" "Female" "Hispanic" "BlackAlone" 1 24505
"MARTIN" "41-65" "Female" "Hispanic" "BlackAlone" 9 24505
"MARTIN" "66+" "Female" "Hispanic" "BlackAlone" 1 24505
"MARTIN" "18-25" "Male" "NotHispanic" "BlackAlone" 473 24505
"MARTIN" "26-40" "Male" "NotHispanic" "BlackAlone" 636 24505
"MARTIN" "41-65" "Male" "NotHispanic" "BlackAlone" 1789 24505
"MARTIN" "66+" "Male" "NotHispanic" "BlackAlone" 542 24505
"MARTIN" "18-25" "Female" "NotHispanic" "BlackAlone" 544 24505
"MARTIN" "26-40" "Female" "NotHispanic" "BlackAlone" 907 24505
"MARTIN" "41-65" "Female" "NotHispanic" "BlackAlone" 2159 24505
"MARTIN" "66+" "Female" "NotHispanic" "BlackAlone" 935 24505
"MARTIN" "18-25" "Male" "Hispanic" "AmericanIndianOrAlaskaNativeAlone" 1 24505
"MARTIN" "26-40" "Male" "Hispanic" "AmericanIndianOrAlaskaNativeAlone" 0 24505
"MARTIN" "41-65" "Male" "Hispanic" "AmericanIndianOrAlaskaNativeAlone" 0 24505
"MARTIN" "66+" "Male" "Hispanic" "AmericanIndianOrAlaskaNativeAlone" 0 24505
"MARTIN" "18-25" "Female" "Hispanic" "AmericanIndianOrAlaskaNativeAlone" 2 24505
"MARTIN" "26-40" "Female" "Hispanic" "AmericanIndianOrAlaskaNativeAlone" 0 24505
"MARTIN" "41-65" "Female" "Hispanic" "AmericanIndianOrAlaskaNativeAlone" 0 24505
"MARTIN" "66+" "Female" "Hispanic" "AmericanIndianOrAlaskaNativeAlone" 0 24505
"MARTIN" "18-25" "Male" "NotHispanic" "AmericanIndianOrAlaskaNativeAlone" 3 24505
"MARTIN" "26-40" "Male" "NotHispanic" "AmericanIndianOrAlaskaNativeAlone" 4 24505
"MARTIN" "41-65" "Male" "NotHispanic" "AmericanIndianOrAlaskaNativeAlone" 9 24505
"MARTIN" "66+" "Male" "NotHispanic" "AmericanIndianOrAlaskaNativeAlone" 5 24505
"MARTIN" "18-25" "Female" "NotHispanic" "AmericanIndianOrAlaskaNativeAlone" 4 24505
"MARTIN" "26-40" "Female" "NotHispanic" "AmericanIndianOrAlaskaNativeAlone" 8 24505
"MARTIN" "41-65" "Female" "NotHispanic" "AmericanIndianOrAlaskaNativeAlone" 19 24505
"MARTIN" "66+" "Female" "NotHispanic" "AmericanIndianOrAlaskaNativeAlone" 5 24505
"MARTIN" "18-25" "Male" "Hispanic" "AsianAlone" 0 24505
"MARTIN" "26-40" "Male" "Hispanic" "AsianAlone" 0 24505
"MARTIN" "41-65" "Male" "Hispanic" "AsianAlone" 0 24505
"MARTIN" "66+" "Male" "Hispanic" "AsianAlone" 0 24505
"MARTIN" "18-25" "Female" "Hispanic" "AsianAlone" 0 24505
"MARTIN" "26-40" "Female" "Hispanic" "AsianAlone" 0 24505
"MARTIN" "41-65" "Female" "Hispanic" "AsianAlone" 0 24505
"MARTIN" "66+" "Female" "Hispanic" "AsianAlone" 0 24505
"MARTIN" "18-25" "Male" "NotHispanic" "AsianAlone" 1 24505
"MARTIN" "26-40" "Male" "NotHispanic" "AsianAlone" 9 24505
"MARTIN" "41-65" "Male" "NotHispanic" "AsianAlone" 11 24505
"MARTIN" "66+" "Male" "NotHispanic" "AsianAlone" 1 24505
"MARTIN" "18-25" "Female" "NotHispanic" "AsianAlone" 0 24505
"MARTIN" "26-40" "Female" "NotHispanic" "AsianAlone" 10 24505
"MARTIN" "41-65" "Female" "NotHispanic" "AsianAlone" 17 24505
"MARTIN" "66+" "Female" "NotHispanic" "AsianAlone" 2 24505
"MARTIN" "18-25" "Male" "Hispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 1 24505
"MARTIN" "26-40" "Male" "Hispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 1 24505
"MARTIN" "41-65" "Male" "Hispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 24505
"MARTIN" "66+" "Male" "Hispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 24505
"MARTIN" "18-25" "Female" "Hispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 24505
"MARTIN" "26-40" "Female" "Hispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 1 24505
"MARTIN" "41-65" "Female" "Hispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 24505
"MARTIN" "66+" "Female" "Hispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 24505
"MARTIN" "18-25" "Male" "NotHispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 24505
"MARTIN" "26-40" "Male" "NotHispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 24505
"MARTIN" "41-65" "Male" "NotHispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 24505
"MARTIN" "66+" "Male" "NotHispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 1 24505
"MARTIN" "18-25" "Female" "NotHispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 24505
"MARTIN" "26-40" "Female" "NotHispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 1 24505
"MARTIN" "41-65" "Female" "NotHispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 24505
"MARTIN" "66+" "Female" "NotHispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 1 24505
"MARTIN" "18-25" "Male" "Hispanic" "SomeOtherRaceAlone" 42 24505
"MARTIN" "26-40" "Male" "Hispanic" "SomeOtherRaceAlone" 79 24505
"MARTIN" "41-65" "Male" "Hispanic" "SomeOtherRaceAlone" 49 24505
"MARTIN" "66+" "Male" "Hispanic" "SomeOtherRaceAlone" 5 24505
"MARTIN" "18-25" "Female" "Hispanic" "SomeOtherRaceAlone" 20 24505
"MARTIN" "26-40" "Female" "Hispanic" "SomeOtherRaceAlone" 54 24505
"MARTIN" "41-65" "Female" "Hispanic" "SomeOtherRaceAlone" 32 24505
"MARTIN" "66+" "Female" "Hispanic" "SomeOtherRaceAlone" 4 24505
"MARTIN" "18-25" "Male" "NotHispanic" "SomeOtherRaceAlone" 0 24505
"MARTIN" "26-40" "Male" "NotHispanic" "SomeOtherRaceAlone" 0 24505
"MARTIN" "41-65" "Male" "NotHispanic" "SomeOtherRaceAlone" 3 24505
"MARTIN" "66+" "Male" "NotHispanic" "SomeOtherRaceAlone" 0 24505
"MARTIN" "18-25" "Female" "NotHispanic" "SomeOtherRaceAlone" 0 24505
"MARTIN" "26-40" "Female" "NotHispanic" "SomeOtherRaceAlone" 0 24505
"MARTIN" "41-65" "Female" "NotHispanic" "SomeOtherRaceAlone" 1 24505
"MARTIN" "66+" "Female" "NotHispanic" "SomeOtherRaceAlone" 0 24505
"MARTIN" "18-25" "Male" "Hispanic" "TwoOrMoreRaces" 3 24505
"MARTIN" "26-40" "Male" "Hispanic" "TwoOrMoreRaces" 9 24505
"MARTIN" "41-65" "Male" "Hispanic" "TwoOrMoreRaces" 1 24505
"MARTIN" "66+" "Male" "Hispanic" "TwoOrMoreRaces" 0 24505
"MARTIN" "18-25" "Female" "Hispanic" "TwoOrMoreRaces" 5 24505
"MARTIN" "26-40" "Female" "Hispanic" "TwoOrMoreRaces" 4 24505
"MARTIN" "41-65" "Female" "Hispanic" "TwoOrMoreRaces" 0 24505
"MARTIN" "66+" "Female" "Hispanic" "TwoOrMoreRaces" 0 24505
"MARTIN" "18-25" "Male" "NotHispanic" "TwoOrMoreRaces" 8 24505
"MARTIN" "26-40" "Male" "NotHispanic" "TwoOrMoreRaces" 9 24505
"MARTIN" "41-65" "Male" "NotHispanic" "TwoOrMoreRaces" 21 24505
"MARTIN" "66+" "Male" "NotHispanic" "TwoOrMoreRaces" 12 24505
"MARTIN" "18-25" "Female" "NotHispanic" "TwoOrMoreRaces" 7 24505
"MARTIN" "26-40" "Female" "NotHispanic" "TwoOrMoreRaces" 12 24505
"MARTIN" "41-65" "Female" "NotHispanic" "TwoOrMoreRaces" 19 24505
"MARTIN" "66+" "Female" "NotHispanic" "TwoOrMoreRaces" 13 24505
"MCDOWELL" "18-25" "Male" "Hispanic" "WhiteAlone" 42 44996
"MCDOWELL" "26-40" "Male" "Hispanic" "WhiteAlone" 89 44996
"MCDOWELL" "41-65" "Male" "Hispanic" "WhiteAlone" 76 44996
"MCDOWELL" "66+" "Male" "Hispanic" "WhiteAlone" 13 44996
"MCDOWELL" "18-25" "Female" "Hispanic" "WhiteAlone" 36 44996
"MCDOWELL" "26-40" "Female" "Hispanic" "WhiteAlone" 86 44996
"MCDOWELL" "41-65" "Female" "Hispanic" "WhiteAlone" 71 44996
"MCDOWELL" "66+" "Female" "Hispanic" "WhiteAlone" 13 44996
"MCDOWELL" "18-25" "Male" "NotHispanic" "WhiteAlone" 1598 44996
"MCDOWELL" "26-40" "Male" "NotHispanic" "WhiteAlone" 3751 44996
"MCDOWELL" "41-65" "Male" "NotHispanic" "WhiteAlone" 7314 44996
"MCDOWELL" "66+" "Male" "NotHispanic" "WhiteAlone" 2880 44996
"MCDOWELL" "18-25" "Female" "NotHispanic" "WhiteAlone" 1607 44996
"MCDOWELL" "26-40" "Female" "NotHispanic" "WhiteAlone" 3525 44996
"MCDOWELL" "41-65" "Female" "NotHispanic" "WhiteAlone" 7529 44996
"MCDOWELL" "66+" "Female" "NotHispanic" "WhiteAlone" 3706 44996
"MCDOWELL" "18-25" "Male" "Hispanic" "BlackAlone" 1 44996
"MCDOWELL" "26-40" "Male" "Hispanic" "BlackAlone" 9 44996
"MCDOWELL" "41-65" "Male" "Hispanic" "BlackAlone" 8 44996
"MCDOWELL" "66+" "Male" "Hispanic" "BlackAlone" 0 44996
"MCDOWELL" "18-25" "Female" "Hispanic" "BlackAlone" 1 44996
"MCDOWELL" "26-40" "Female" "Hispanic" "BlackAlone" 6 44996
"MCDOWELL" "41-65" "Female" "Hispanic" "BlackAlone" 0 44996
"MCDOWELL" "66+" "Female" "Hispanic" "BlackAlone" 2 44996
"MCDOWELL" "18-25" "Male" "NotHispanic" "BlackAlone" 141 44996
"MCDOWELL" "26-40" "Male" "NotHispanic" "BlackAlone" 309 44996
"MCDOWELL" "41-65" "Male" "NotHispanic" "BlackAlone" 328 44996
"MCDOWELL" "66+" "Male" "NotHispanic" "BlackAlone" 68 44996
"MCDOWELL" "18-25" "Female" "NotHispanic" "BlackAlone" 59 44996
"MCDOWELL" "26-40" "Female" "NotHispanic" "BlackAlone" 116 44996
"MCDOWELL" "41-65" "Female" "NotHispanic" "BlackAlone" 234 44996
"MCDOWELL" "66+" "Female" "NotHispanic" "BlackAlone" 112 44996
"MCDOWELL" "18-25" "Male" "Hispanic" "AmericanIndianOrAlaskaNativeAlone" 4 44996
"MCDOWELL" "26-40" "Male" "Hispanic" "AmericanIndianOrAlaskaNativeAlone" 10 44996
"MCDOWELL" "41-65" "Male" "Hispanic" "AmericanIndianOrAlaskaNativeAlone" 4 44996
"MCDOWELL" "66+" "Male" "Hispanic" "AmericanIndianOrAlaskaNativeAlone" 0 44996
"MCDOWELL" "18-25" "Female" "Hispanic" "AmericanIndianOrAlaskaNativeAlone" 1 44996
"MCDOWELL" "26-40" "Female" "Hispanic" "AmericanIndianOrAlaskaNativeAlone" 7 44996
"MCDOWELL" "41-65" "Female" "Hispanic" "AmericanIndianOrAlaskaNativeAlone" 2 44996
"MCDOWELL" "66+" "Female" "Hispanic" "AmericanIndianOrAlaskaNativeAlone" 0 44996
"MCDOWELL" "18-25" "Male" "NotHispanic" "AmericanIndianOrAlaskaNativeAlone" 6 44996
"MCDOWELL" "26-40" "Male" "NotHispanic" "AmericanIndianOrAlaskaNativeAlone" 21 44996
"MCDOWELL" "41-65" "Male" "NotHispanic" "AmericanIndianOrAlaskaNativeAlone" 20 44996
"MCDOWELL" "66+" "Male" "NotHispanic" "AmericanIndianOrAlaskaNativeAlone" 2 44996
"MCDOWELL" "18-25" "Female" "NotHispanic" "AmericanIndianOrAlaskaNativeAlone" 11 44996
"MCDOWELL" "26-40" "Female" "NotHispanic" "AmericanIndianOrAlaskaNativeAlone" 14 44996
"MCDOWELL" "41-65" "Female" "NotHispanic" "AmericanIndianOrAlaskaNativeAlone" 27 44996
"MCDOWELL" "66+" "Female" "NotHispanic" "AmericanIndianOrAlaskaNativeAlone" 7 44996
"MCDOWELL" "18-25" "Male" "Hispanic" "AsianAlone" 0 44996
"MCDOWELL" "26-40" "Male" "Hispanic" "AsianAlone" 2 44996
"MCDOWELL" "41-65" "Male" "Hispanic" "AsianAlone" 1 44996
"MCDOWELL" "66+" "Male" "Hispanic" "AsianAlone" 0 44996
"MCDOWELL" "18-25" "Female" "Hispanic" "AsianAlone" 0 44996
"MCDOWELL" "26-40" "Female" "Hispanic" "AsianAlone" 1 44996
"MCDOWELL" "41-65" "Female" "Hispanic" "AsianAlone" 0 44996
"MCDOWELL" "66+" "Female" "Hispanic" "AsianAlone" 0 44996
"MCDOWELL" "18-25" "Male" "NotHispanic" "AsianAlone" 24 44996
"MCDOWELL" "26-40" "Male" "NotHispanic" "AsianAlone" 33 44996
"MCDOWELL" "41-65" "Male" "NotHispanic" "AsianAlone" 44 44996
"MCDOWELL" "66+" "Male" "NotHispanic" "AsianAlone" 13 44996
"MCDOWELL" "18-25" "Female" "NotHispanic" "AsianAlone" 20 44996
"MCDOWELL" "26-40" "Female" "NotHispanic" "AsianAlone" 40 44996
"MCDOWELL" "41-65" "Female" "NotHispanic" "AsianAlone" 46 44996
"MCDOWELL" "66+" "Female" "NotHispanic" "AsianAlone" 17 44996
"MCDOWELL" "18-25" "Male" "Hispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 44996
"MCDOWELL" "26-40" "Male" "Hispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 1 44996
"MCDOWELL" "41-65" "Male" "Hispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 44996
"MCDOWELL" "66+" "Male" "Hispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 44996
"MCDOWELL" "18-25" "Female" "Hispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 44996
"MCDOWELL" "26-40" "Female" "Hispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 44996
"MCDOWELL" "41-65" "Female" "Hispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 44996
"MCDOWELL" "66+" "Female" "Hispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 44996
"MCDOWELL" "18-25" "Male" "NotHispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 44996
"MCDOWELL" "26-40" "Male" "NotHispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 44996
"MCDOWELL" "41-65" "Male" "NotHispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 44996
"MCDOWELL" "66+" "Male" "NotHispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 44996
"MCDOWELL" "18-25" "Female" "NotHispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 44996
"MCDOWELL" "26-40" "Female" "NotHispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 44996
"MCDOWELL" "41-65" "Female" "NotHispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 44996
"MCDOWELL" "66+" "Female" "NotHispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 44996
"MCDOWELL" "18-25" "Male" "Hispanic" "SomeOtherRaceAlone" 116 44996
"MCDOWELL" "26-40" "Male" "Hispanic" "SomeOtherRaceAlone" 291 44996
"MCDOWELL" "41-65" "Male" "Hispanic" "SomeOtherRaceAlone" 108 44996
"MCDOWELL" "66+" "Male" "Hispanic" "SomeOtherRaceAlone" 5 44996
"MCDOWELL" "18-25" "Female" "Hispanic" "SomeOtherRaceAlone" 69 44996
"MCDOWELL" "26-40" "Female" "Hispanic" "SomeOtherRaceAlone" 167 44996
"MCDOWELL" "41-65" "Female" "Hispanic" "SomeOtherRaceAlone" 78 44996
"MCDOWELL" "66+" "Female" "Hispanic" "SomeOtherRaceAlone" 6 44996
"MCDOWELL" "18-25" "Male" "NotHispanic" "SomeOtherRaceAlone" 0 44996
"MCDOWELL" "26-40" "Male" "NotHispanic" "SomeOtherRaceAlone" 2 44996
"MCDOWELL" "41-65" "Male" "NotHispanic" "SomeOtherRaceAlone" 1 44996
"MCDOWELL" "66+" "Male" "NotHispanic" "SomeOtherRaceAlone" 0 44996
"MCDOWELL" "18-25" "Female" "NotHispanic" "SomeOtherRaceAlone" 2 44996
"MCDOWELL" "26-40" "Female" "NotHispanic" "SomeOtherRaceAlone" 0 44996
"MCDOWELL" "41-65" "Female" "NotHispanic" "SomeOtherRaceAlone" 2 44996
"MCDOWELL" "66+" "Female" "NotHispanic" "SomeOtherRaceAlone" 0 44996
"MCDOWELL" "18-25" "Male" "Hispanic" "TwoOrMoreRaces" 6 44996
"MCDOWELL" "26-40" "Male" "Hispanic" "TwoOrMoreRaces" 4 44996
"MCDOWELL" "41-65" "Male" "Hispanic" "TwoOrMoreRaces" 3 44996
"MCDOWELL" "66+" "Male" "Hispanic" "TwoOrMoreRaces" 0 44996
"MCDOWELL" "18-25" "Female" "Hispanic" "TwoOrMoreRaces" 2 44996
"MCDOWELL" "26-40" "Female" "Hispanic" "TwoOrMoreRaces" 8 44996
"MCDOWELL" "41-65" "Female" "Hispanic" "TwoOrMoreRaces" 4 44996
"MCDOWELL" "66+" "Female" "Hispanic" "TwoOrMoreRaces" 0 44996
"MCDOWELL" "18-25" "Male" "NotHispanic" "TwoOrMoreRaces" 17 44996
"MCDOWELL" "26-40" "Male" "NotHispanic" "TwoOrMoreRaces" 22 44996
"MCDOWELL" "41-65" "Male" "NotHispanic" "TwoOrMoreRaces" 57 44996
"MCDOWELL" "66+" "Male" "NotHispanic" "TwoOrMoreRaces" 12 44996
"MCDOWELL" "18-25" "Female" "NotHispanic" "TwoOrMoreRaces" 17 44996
"MCDOWELL" "26-40" "Female" "NotHispanic" "TwoOrMoreRaces" 36 44996
"MCDOWELL" "41-65" "Female" "NotHispanic" "TwoOrMoreRaces" 45 44996
"MCDOWELL" "66+" "Female" "NotHispanic" "TwoOrMoreRaces" 23 44996
"MECKLENBURG" "18-25" "Male" "Hispanic" "WhiteAlone" 3033 919628
"MECKLENBURG" "26-40" "Male" "Hispanic" "WhiteAlone" 6786 919628
"MECKLENBURG" "41-65" "Male" "Hispanic" "WhiteAlone" 4572 919628
"MECKLENBURG" "66+" "Male" "Hispanic" "WhiteAlone" 575 919628
"MECKLENBURG" "18-25" "Female" "Hispanic" "WhiteAlone" 2382 919628
"MECKLENBURG" "26-40" "Female" "Hispanic" "WhiteAlone" 6080 919628
"MECKLENBURG" "41-65" "Female" "Hispanic" "WhiteAlone" 4706 919628
"MECKLENBURG" "66+" "Female" "Hispanic" "WhiteAlone" 837 919628
"MECKLENBURG" "18-25" "Male" "NotHispanic" "WhiteAlone" 22923 919628
"MECKLENBURG" "26-40" "Male" "NotHispanic" "WhiteAlone" 55333 919628
"MECKLENBURG" "41-65" "Male" "NotHispanic" "WhiteAlone" 78895 919628
